centroid_0,centroid_1,centroid_2,centroid_3,centroid_4,centroid_5,centroid_6,centroid_7,centroid_8,centroid_9,centroid_10,centroid_11,centroid_12,centroid_13,centroid_14,centroid_15,centroid_16,centroid_17,centroid_18,centroid_19,centroid_20,centroid_21,centroid_22,centroid_23,centroid_24,centroid_25,centroid_26,centroid_27,centroid_28,centroid_29,centroid_30,centroid_31,centroid_32,centroid_33,centroid_34,centroid_35,centroid_36,centroid_37,centroid_38,centroid_39,centroid_40,centroid_41,centroid_42,centroid_43,centroid_44,centroid_45,centroid_46,centroid_47,centroid_48,centroid_49,centroid_50,centroid_51,centroid_52,centroid_53,centroid_54,centroid_55,centroid_56,centroid_57,centroid_58,centroid_59,centroid_60,centroid_61,centroid_62,centroid_63,centroid_64,centroid_65,centroid_66,centroid_67,centroid_68,centroid_69,centroid_70,centroid_71,centroid_72,centroid_73,centroid_74,centroid_75,centroid_76,centroid_77,centroid_78,centroid_79,centroid_80,centroid_81,centroid_82,centroid_83,centroid_84,centroid_85,centroid_86,centroid_87,centroid_88,centroid_89,centroid_90,centroid_91,centroid_92
298.4972223365093,298.4972223365093,301.89806237572617,301.89806237572617,301.89806237572617,276.34084497339603,276.34084497339603,276.34084497339603,276.34084497339603,276.34084497339603,276.34084497339603,276.34084497339603,233.15408642178676,237.26847713175522,237.26847713175522,237.26847713175522,237.26847713175522,276.34084497339603,276.34084497339603,276.34084497339603,276.34084497339603,276.34084497339603,276.34084497339603,276.34084497339603,276.34084497339603,276.34084497339603,276.34084497339603,276.34084497339603,276.34084497339603,216.07604686686673,216.07604686686673,216.07604686686673,216.07604686686673,216.07604686686673,216.07604686686673,216.07604686686673,216.07604686686673,216.07604686686673,216.07604686686673,216.07604686686673,216.07604686686673,298.4972223365093,298.4972223365093,298.4972223365093,273.8877307751344,273.8877307751344,273.8877307751344,273.8877307751344,273.8877307751344,273.8877307751344,273.8877307751344,273.8877307751344,273.8877307751344,273.8877307751344,305.4934908770267,305.4934908770267,305.4934908770267,305.4934908770267,305.4934908770267,305.4934908770267,305.4934908770267,305.4934908770267,251.9943925301182,251.9943925301182,251.9943925301182,251.9943925301182,250.2024748239945,250.2024748239945,250.2024748239945,250.2024748239945,250.2024748239945,250.2024748239945,246.37631026120715,246.37631026120715,250.2024748239945,250.2024748239945,246.37631026120715,246.37631026120715,246.37631026120715,246.37631026120715,278.19787870865423,278.19787870865423,278.19787870865423,278.19787870865423,251.9943925301182,251.9943925301182,278.19787870865423,278.19787870865423,278.19787870865423,278.19787870865423,273.8877307751344,273.8877307751344,273.8877307751344
354.0486301446936,354.0486301446936,384.94879034045744,384.94879034045744,384.94879034045744,329.84200435000037,329.84200435000037,329.84200435000037,329.84200435000037,329.84200435000037,329.84200435000037,329.84200435000037,282.09987775494403,290.66108744134624,290.66108744134624,290.66108744134624,290.66108744134624,329.84200435000037,329.84200435000037,329.84200435000037,329.84200435000037,329.84200435000037,329.84200435000037,329.84200435000037,329.84200435000037,329.84200435000037,329.84200435000037,329.84200435000037,329.84200435000037,259.5890441755265,259.5890441755265,259.5890441755265,259.5890441755265,259.5890441755265,259.5890441755265,259.5890441755265,259.5890441755265,259.5890441755265,259.5890441755265,259.5890441755265,259.5890441755265,354.0486301446936,354.0486301446936,354.0486301446936,334.2298411374984,334.2298411374984,334.2298411374984,334.2298411374984,334.2298411374984,334.2298411374984,334.2298411374984,334.2298411374984,334.2298411374984,334.2298411374984,373.10938215561896,373.10938215561896,373.10938215561896,373.10938215561896,373.10938215561896,373.10938215561896,373.10938215561896,373.10938215561896,297.2919701271074,297.2919701271074,297.2919701271074,297.2919701271074,320.24889754484013,320.24889754484013,320.24889754484013,320.24889754484013,320.24889754484013,320.24889754484013,317.9688241385428,317.9688241385428,320.24889754484013,320.24889754484013,317.9688241385428,317.9688241385428,317.9688241385428,317.9688241385428,337.0770136693754,337.0770136693754,337.0770136693754,337.0770136693754,297.2919701271074,297.2919701271074,337.0770136693754,337.0770136693754,337.0770136693754,337.0770136693754,334.2298411374984,334.2298411374984,334.2298411374984
390.82849580119773,390.82849580119773,439.93559873539533,439.93559873539533,439.93559873539533,365.26442714679604,365.26442714679604,365.26442714679604,365.26442714679604,365.26442714679604,365.26442714679604,365.26442714679604,314.5062505313255,326.01164131061313,326.01164131061313,326.01164131061313,326.01164131061313,365.26442714679604,365.26442714679604,365.26442714679604,365.26442714679604,365.26442714679604,365.26442714679604,365.26442714679604,365.26442714679604,365.26442714679604,365.26442714679604,365.26442714679604,365.26442714679604,288.39843458468454,288.39843458468454,288.39843458468454,288.39843458468454,288.39843458468454,288.39843458468454,288.39843458468454,288.39843458468454,288.39843458468454,288.39843458468454,288.39843458468454,288.39843458468454,390.82849580119773,390.82849580119773,390.82849580119773,374.18156873765327,374.18156873765327,374.18156873765327,374.18156873765327,374.18156873765327,374.18156873765327,374.18156873765327,374.18156873765327,374.18156873765327,374.18156873765327,417.87698563487805,417.87698563487805,417.87698563487805,417.87698563487805,417.87698563487805,417.87698563487805,417.87698563487805,417.87698563487805,327.2829079685941,327.2829079685941,327.2829079685941,327.2829079685941,366.62572432638996,366.62572432638996,366.62572432638996,366.62572432638996,366.62572432638996,366.62572432638996,365.36929779551957,365.36929779551957,366.62572432638996,366.62572432638996,365.36929779551957,365.36929779551957,365.36929779551957,365.36929779551957,376.0601242559527,376.0601242559527,376.0601242559527,376.0601242559527,327.2829079685941,327.2829079685941,376.0601242559527,376.0601242559527,376.0601242559527,376.0601242559527,374.18156873765327,374.18156873765327,374.18156873765327
426.10862597011214,426.10862597011214,492.6802655012867,492.6802655012867,492.6802655012867,399.24246553444516,399.24246553444516,399.24246553444516,399.24246553444516,399.24246553444516,399.24246553444516,399.24246553444516,345.59122132840946,359.9207412975079,359.9207412975079,359.9207412975079,359.9207412975079,399.24246553444516,399.24246553444516,399.24246553444516,399.24246553444516,399.24246553444516,399.24246553444516,399.24246553444516,399.24246553444516,399.24246553444516,399.24246553444516,399.24246553444516,399.24246553444516,316.0330935368014,316.0330935368014,316.0330935368014,316.0330935368014,316.0330935368014,316.0330935368014,316.0330935368014,316.0330935368014,316.0330935368014,316.0330935368014,316.0330935368014,316.0330935368014,426.10862597011214,426.10862597011214,426.10862597011214,412.5042250347194,412.5042250347194,412.5042250347194,412.5042250347194,412.5042250347194,412.5042250347194,412.5042250347194,412.5042250347194,412.5042250347194,412.5042250347194,460.8191456973715,460.8191456973715,460.8191456973715,460.8191456973715,460.8191456973715,460.8191456973715,460.8191456973715,460.8191456973715,356.0509355850397,356.0509355850397,356.0509355850397,356.0509355850397,411.1114900155567,411.1114900155567,411.1114900155567,411.1114900155567,411.1114900155567,411.1114900155567,410.83697014387167,410.83697014387167,411.1114900155567,411.1114900155567,410.83697014387167,410.83697014387167,410.83697014387167,410.83697014387167,413.4536598585064,413.4536598585064,413.4536598585064,413.4536598585064,356.0509355850397,356.0509355850397,413.4536598585064,413.4536598585064,413.4536598585064,413.4536598585064,412.5042250347194,412.5042250347194,412.5042250347194
437.29995355972426,437.29995355972426,509.4115769096025,509.4115769096025,509.4115769096025,410.0207522535698,410.0207522535698,410.0207522535698,410.0207522535698,410.0207522535698,410.0207522535698,410.0207522535698,355.45178844191224,370.67715983693336,370.67715983693336,370.67715983693336,370.67715983693336,410.0207522535698,410.0207522535698,410.0207522535698,410.0207522535698,410.0207522535698,410.0207522535698,410.0207522535698,410.0207522535698,410.0207522535698,410.0207522535698,410.0207522535698,410.0207522535698,324.79917573886905,324.79917573886905,324.79917573886905,324.79917573886905,324.79917573886905,324.79917573886905,324.79917573886905,324.79917573886905,324.79917573886905,324.79917573886905,324.79917573886905,324.79917573886905,437.29995355972426,437.29995355972426,437.29995355972426,424.66068247042557,424.66068247042557,424.66068247042557,424.66068247042557,424.66068247042557,424.66068247042557,424.66068247042557,424.66068247042557,424.66068247042557,424.66068247042557,474.440971307538,474.440971307538,474.440971307538,474.440971307538,474.440971307538,474.440971307538,474.440971307538,474.440971307538,365.17653743574743,365.17653743574743,365.17653743574743,365.17653743574743,425.2229679074626,425.2229679074626,425.2229679074626,425.2229679074626,425.2229679074626,425.2229679074626,425.2599219173293,425.2599219173293,425.2229679074626,425.2229679074626,425.2599219173293,425.2599219173293,425.2599219173293,425.2599219173293,425.31538782431574,425.31538782431574,425.31538782431574,425.31538782431574,365.17653743574743,365.17653743574743,425.31538782431574,425.31538782431574,425.31538782431574,425.31538782431574,424.66068247042557,424.66068247042557,424.66068247042557
471.7751356420438,471.7751356420438,560.9528263868384,560.9528263868384,560.9528263868384,443.2235509565739,443.2235509565739,443.2235509565739,443.2235509565739,443.2235509565739,443.2235509565739,443.2235509565739,385.82752750869446,403.8125930311627,403.8125930311627,403.8125930311627,403.8125930311627,443.2235509565739,443.2235509565739,443.2235509565739,443.2235509565739,443.2235509565739,443.2235509565739,443.2235509565739,443.2235509565739,443.2235509565739,443.2235509565739,443.2235509565739,443.2235509565739,351.8033249468125,351.8033249468125,351.8033249468125,351.8033249468125,351.8033249468125,351.8033249468125,351.8033249468125,351.8033249468125,351.8033249468125,351.8033249468125,351.8033249468125,351.8033249468125,471.7751356420438,471.7751356420438,471.7751356420438,462.1089726948082,462.1089726948082,462.1089726948082,462.1089726948082,462.1089726948082,462.1089726948082,462.1089726948082,462.1089726948082,462.1089726948082,462.1089726948082,516.4033671398242,516.4033671398242,516.4033671398242,516.4033671398242,516.4033671398242,516.4033671398242,516.4033671398242,516.4033671398242,393.288196476621,393.288196476621,393.288196476621,393.288196476621,468.6937506075996,468.6937506075996,468.6937506075996,468.6937506075996,468.6937506075996,468.6937506075996,469.6902081879232,469.6902081879232,468.6937506075996,468.6937506075996,469.6902081879232,469.6902081879232,469.6902081879232,469.6902081879232,461.8557560833767,461.8557560833767,461.8557560833767,461.8557560833767,393.288196476621,393.288196476621,461.8557560833767,461.8557560833767,461.8557560833767,461.8557560833767,462.1089726948082,462.1089726948082,462.1089726948082
505.995758391466,505.995758391466,612.1135033684079,612.1135033684079,612.1135033684079,476.18118540582634,476.18118540582634,476.18118540582634,476.18118540582634,476.18118540582634,476.18118540582634,476.18118540582634,415.978976886313,436.7033593879828,436.7033593879828,436.7033593879828,436.7033593879828,476.18118540582634,476.18118540582634,476.18118540582634,476.18118540582634,476.18118540582634,476.18118540582634,476.18118540582634,476.18118540582634,476.18118540582634,476.18118540582634,476.18118540582634,476.18118540582634,378.6080797558687,378.6080797558687,378.6080797558687,378.6080797558687,378.6080797558687,378.6080797558687,378.6080797558687,378.6080797558687,378.6080797558687,378.6080797558687,378.6080797558687,378.6080797558687,505.995758391466,505.995758391466,505.995758391466,499.28075062246376,499.28075062246376,499.28075062246376,499.28075062246376,499.28075062246376,499.28075062246376,499.28075062246376,499.28075062246376,499.28075062246376,499.28075062246376,558.0559192281578,558.0559192281578,558.0559192281578,558.0559192281578,558.0559192281578,558.0559192281578,558.0559192281578,558.0559192281578,421.1922834398477,421.1922834398477,421.1922834398477,421.1922834398477,511.8435518719243,511.8435518719243,511.8435518719243,511.8435518719243,511.8435518719243,511.8435518719243,513.7924281989547,513.7924281989547,511.8435518719243,511.8435518719243,513.7924281989547,513.7924281989547,513.7924281989547,513.7924281989547,498.1263159989852,498.1263159989852,498.1263159989852,498.1263159989852,421.1922834398477,421.1922834398477,498.1263159989852,498.1263159989852,498.1263159989852,498.1263159989852,499.28075062246376,499.28075062246376,499.28075062246376
