Tahun,centroid_0,centroid_1,centroid_2,centroid_3,centroid_4,centroid_5,centroid_6,centroid_7,centroid_8,centroid_9,centroid_10,centroid_11,centroid_12,centroid_13,centroid_14,centroid_15,centroid_16,centroid_17,centroid_18,centroid_19,centroid_20,centroid_21,centroid_22,centroid_23,centroid_24,centroid_25,centroid_26,centroid_27,centroid_28,centroid_29,centroid_30,centroid_31,centroid_32,centroid_33,centroid_34,centroid_35,centroid_36,centroid_37,centroid_38,centroid_39,centroid_40,centroid_41,centroid_42,centroid_43,centroid_44,centroid_45,centroid_46,centroid_47,centroid_48,centroid_49,centroid_50,centroid_51,centroid_52,centroid_53,centroid_54,centroid_55,centroid_56,centroid_57,centroid_58,centroid_59,centroid_60,centroid_61,centroid_62,centroid_63,centroid_64,centroid_65,centroid_66,centroid_67,centroid_68,centroid_69,centroid_70,centroid_71,centroid_72,centroid_73,centroid_74,centroid_75,centroid_76,centroid_77,centroid_78,centroid_79,centroid_80,centroid_81,centroid_82,centroid_83,centroid_84,centroid_85,centroid_86,centroid_87,centroid_88,centroid_89,centroid_90,centroid_91,centroid_92
2,123.2142011,123.2142011,133.9376344,133.9376344,133.9376344,111.6179303,111.6179303,111.6179303,111.6179303,111.6179303,111.6179303,111.6179303,91.48512413,93.84053053,93.84053053,93.84053053,93.84053053,111.6179303,111.6179303,111.6179303,111.6179303,111.6179303,111.6179303,111.6179303,111.6179303,111.6179303,111.6179303,111.6179303,111.6179303,66.61507151,66.61507151,66.61507151,66.61507151,66.61507151,66.61507151,66.61507151,66.61507151,66.61507151,66.61507151,66.61507151,66.61507151,123.2142011,123.2142011,123.2142011,107.1196661,107.1196661,107.1196661,107.1196661,107.1196661,107.1196661,107.1196661,107.1196661,107.1196661,107.1196661,128.9160213,128.9160213,128.9160213,128.9160213,128.9160213,128.9160213,128.9160213,128.9160213,111.8274752,111.8274752,111.8274752,111.8274752,106.3869033,106.3869033,106.3869033,106.3869033,106.3869033,106.3869033,93.74154545,93.74154545,106.3869033,106.3869033,93.74154545,93.74154545,93.74154545,93.74154545,111.5971935,111.5971935,111.5971935,111.5971935,111.8274752,111.8274752,111.5971935,111.5971935,111.5971935,111.5971935,107.1196661,107.1196661,107.1196661
5,158.1869721,158.1869721,195.1217419,195.1217419,195.1217419,142.7150921,142.7150921,142.7150921,142.7150921,142.7150921,142.7150921,142.7150921,125.7785098,124.5365543,124.5365543,124.5365543,124.5365543,142.7150921,142.7150921,142.7150921,142.7150921,142.7150921,142.7150921,142.7150921,142.7150921,142.7150921,142.7150921,142.7150921,142.7150921,82.23413463,82.23413463,82.23413463,82.23413463,82.23413463,82.23413463,82.23413463,82.23413463,82.23413463,82.23413463,82.23413463,82.23413463,158.1869721,158.1869721,158.1869721,150.0606443,150.0606443,150.0606443,150.0606443,150.0606443,150.0606443,150.0606443,150.0606443,150.0606443,150.0606443,173.1273804,173.1273804,173.1273804,173.1273804,173.1273804,173.1273804,173.1273804,173.1273804,148.0190064,148.0190064,148.0190064,148.0190064,146.4447506,146.4447506,146.4447506,146.4447506,146.4447506,146.4447506,126.6128685,126.6128685,146.4447506,146.4447506,126.6128685,126.6128685,126.6128685,126.6128685,135.2564159,135.2564159,135.2564159,135.2564159,148.0190064,148.0190064,135.2564159,135.2564159,135.2564159,135.2564159,150.0606443,150.0606443,150.0606443
10,181.3419895,181.3419895,235.6309448,235.6309448,235.6309448,163.3041191,163.3041191,163.3041191,163.3041191,163.3041191,163.3041191,163.3041191,148.4837151,144.8599929,144.8599929,144.8599929,144.8599929,163.3041191,163.3041191,163.3041191,163.3041191,163.3041191,163.3041191,163.3041191,163.3041191,163.3041191,163.3041191,163.3041191,163.3041191,92.57531348,92.57531348,92.57531348,92.57531348,92.57531348,92.57531348,92.57531348,92.57531348,92.57531348,92.57531348,92.57531348,92.57531348,181.3419895,181.3419895,181.3419895,178.4913082,178.4913082,178.4913082,178.4913082,178.4913082,178.4913082,178.4913082,178.4913082,178.4913082,178.4913082,202.3991471,202.3991471,202.3991471,202.3991471,202.3991471,202.3991471,202.3991471,202.3991471,171.9809493,171.9809493,171.9809493,171.9809493,172.9665311,172.9665311,172.9665311,172.9665311,172.9665311,172.9665311,148.3765445,148.3765445,172.9665311,172.9665311,148.3765445,148.3765445,148.3765445,148.3765445,150.9208797,150.9208797,150.9208797,150.9208797,171.9809493,171.9809493,150.9208797,150.9208797,150.9208797,150.9208797,178.4913082,178.4913082,178.4913082
20,203.5528382,203.5528382,274.4883449,274.4883449,274.4883449,183.0536081,183.0536081,183.0536081,183.0536081,183.0536081,183.0536081,183.0536081,170.2630932,164.3547232,164.3547232,164.3547232,164.3547232,183.0536081,183.0536081,183.0536081,183.0536081,183.0536081,183.0536081,183.0536081,183.0536081,183.0536081,183.0536081,183.0536081,183.0536081,102.4948205,102.4948205,102.4948205,102.4948205,102.4948205,102.4948205,102.4948205,102.4948205,102.4948205,102.4948205,102.4948205,102.4948205,203.5528382,203.5528382,203.5528382,205.7626837,205.7626837,205.7626837,205.7626837,205.7626837,205.7626837,205.7626837,205.7626837,205.7626837,205.7626837,230.4773285,230.4773285,230.4773285,230.4773285,230.4773285,230.4773285,230.4773285,230.4773285,194.9658201,194.9658201,194.9658201,194.9658201,198.4068598,198.4068598,198.4068598,198.4068598,198.4068598,198.4068598,169.2527852,169.2527852,198.4068598,198.4068598,169.2527852,169.2527852,169.2527852,169.2527852,165.9466095,165.9466095,165.9466095,165.9466095,194.9658201,194.9658201,165.9466095,165.9466095,165.9466095,165.9466095,205.7626837,205.7626837,205.7626837
25,210.5984155,210.5984155,286.8144302,286.8144302,286.8144302,189.3184092,189.3184092,189.3184092,189.3184092,189.3184092,189.3184092,189.3184092,177.1718022,170.5387116,170.5387116,170.5387116,170.5387116,189.3184092,189.3184092,189.3184092,189.3184092,189.3184092,189.3184092,189.3184092,189.3184092,189.3184092,189.3184092,189.3184092,189.3184092,105.6414204,105.6414204,105.6414204,105.6414204,105.6414204,105.6414204,105.6414204,105.6414204,105.6414204,105.6414204,105.6414204,105.6414204,210.5984155,210.5984155,210.5984155,214.4135275,214.4135275,214.4135275,214.4135275,214.4135275,214.4135275,214.4135275,214.4135275,214.4135275,214.4135275,239.3841019,239.3841019,239.3841019,239.3841019,239.3841019,239.3841019,239.3841019,239.3841019,202.2569275,202.2569275,202.2569275,202.2569275,206.4768711,206.4768711,206.4768711,206.4768711,206.4768711,206.4768711,175.875007,175.875007,206.4768711,206.4768711,175.875007,175.875007,175.875007,175.875007,170.7129713,170.7129713,170.7129713,170.7129713,202.2569275,202.2569275,170.7129713,170.7129713,170.7129713,170.7129713,214.4135275,214.4135275,214.4135275
50,232.3025035,232.3025035,324.7852635,324.7852635,324.7852635,208.6172958,208.6172958,208.6172958,208.6172958,208.6172958,208.6172958,208.6172958,198.4542641,189.588652,189.588652,189.588652,189.588652,208.6172958,208.6172958,208.6172958,208.6172958,208.6172958,208.6172958,208.6172958,208.6172958,208.6172958,208.6172958,208.6172958,208.6172958,115.3346049,115.3346049,115.3346049,115.3346049,115.3346049,115.3346049,115.3346049,115.3346049,115.3346049,115.3346049,115.3346049,115.3346049,232.3025035,232.3025035,232.3025035,241.0626819,241.0626819,241.0626819,241.0626819,241.0626819,241.0626819,241.0626819,241.0626819,241.0626819,241.0626819,266.8216542,266.8216542,266.8216542,266.8216542,266.8216542,266.8216542,266.8216542,266.8216542,224.7173777,224.7173777,224.7173777,224.7173777,231.3367556,231.3367556,231.3367556,231.3367556,231.3367556,231.3367556,196.2749372,196.2749372,231.3367556,231.3367556,196.2749372,196.2749372,196.2749372,196.2749372,185.3958755,185.3958755,185.3958755,185.3958755,224.7173777,224.7173777,185.3958755,185.3958755,185.3958755,185.3958755,241.0626819,241.0626819,241.0626819
100,253.846332,253.846332,362.4757261,362.4757261,362.4757261,227.7736823,227.7736823,227.7736823,227.7736823,227.7736823,227.7736823,227.7736823,219.5795795,208.4979306,208.4979306,208.4979306,208.4979306,227.7736823,227.7736823,227.7736823,227.7736823,227.7736823,227.7736823,227.7736823,227.7736823,227.7736823,227.7736823,227.7736823,227.7736823,124.9562164,124.9562164,124.9562164,124.9562164,124.9562164,124.9562164,124.9562164,124.9562164,124.9562164,124.9562164,124.9562164,124.9562164,253.846332,253.846332,253.846332,267.515063,267.515063,267.515063,267.515063,267.515063,267.515063,267.515063,267.515063,267.515063,267.515063,294.0566119,294.0566119,294.0566119,294.0566119,294.0566119,294.0566119,294.0566119,294.0566119,247.0119835,247.0119835,247.0119835,247.0119835,256.0130786,256.0130786,256.0130786,256.0130786,256.0130786,256.0130786,216.5242377,216.5242377,256.0130786,256.0130786,216.5242377,216.5242377,216.5242377,216.5242377,199.9703634,199.9703634,199.9703634,199.9703634,247.0119835,247.0119835,199.9703634,199.9703634,199.9703634,199.9703634,267.515063,267.515063,267.515063
