Longitude,Latitude,Centroid,Stasiun,time,PU GPM,CH GPM,Rasio,Kategori,PU GSMaP,CH GSMaP,Rasio.1,Kategori.1,PU Stasiun,CH Stasiun,Rasio.2,Kategori.2,Unnamed: 17,Unnamed: 18,Unnamed: 19
100.4998105,-0.865066621,centroid_0,Stasiun Maritim Teluk Bayur ,2012-07-24,227.653617,46.478524680000206,0,Tidak terdefenisi,235.5127146,3.863118109999944,0,Tidak terdefenisi,424.2126395,22.00000000000003,0,Tidak terdefenisi,,,
100.4941317,-0.86808408,centroid_1,Stasiun Maritim Teluk Bayur ,2015-05-14,227.653617,30.794045984000128,0,Tidak terdefenisi,235.5127146,16.812029285999913,0,Tidak terdefenisi,424.2126395,22.50000000000007,0,Tidak terdefenisi,,,
100.2707124,-0.457451228,centroid_2,Stasiun Klimatologi Padang Pariaman,2012-07-24,241.5724445,91.348064227,0,Tidak terdefenisi,190.1702976,3.067500227,0,Tidak terdefenisi,353.9013174,0.0,0,Tidak terdefenisi,,,
100.2707124,-0.457451228,centroid_3,Stasiun Klimatologi Padang Pariaman,2018-12-10,241.5724445,168.44947578499983,0,Tidak terdefenisi,190.1702976,142.14299155999996,0,Tidak terdefenisi,353.9013174,206.49999999999983,0,Tidak terdefenisi,,GPM,
100.1842438,-0.312075145,centroid_4,Stasiun Klimatologi Padang Pariaman,2021-01-09,263.2822741,125.97065628400011,0,Tidak terdefenisi,201.8334744,33.97846199000004,0,Tidak terdefenisi,353.9013174,168.9999999999999,0,Tidak terdefenisi,,Tidak terdefenisi,93.0
103.0555409,-4.096976768,centroid_5,Stasiun Meteorologi Fatmawati Soekarno,2011-04-25,193.6319648,165.51748635300004,0,Tidak terdefenisi,229.5552813,94.48620604999996,0,Tidak terdefenisi,290.4296852,2.0,0,Tidak terdefenisi,,Hujan Ringan,0.0
102.6551064,-3.920483646,centroid_6,Stasiun Meteorologi Fatmawati Soekarno,2020-10-05,221.0706448,141.358628679,0,Tidak terdefenisi,252.0996639,28.2223453700001,0,Tidak terdefenisi,290.4296852,55.5,0,Tidak terdefenisi,,Hujan Lebat,0.0
103.1089597,-3.885428574,centroid_7,Stasiun Meteorologi Fatmawati Soekarno,2014-03-18,205.2340257,103.20311029899968,0,Tidak terdefenisi,222.3196479,26.08243707399996,0,Tidak terdefenisi,290.4296852,15.9,0,Tidak terdefenisi,,,
103.1089597,-3.885428574,centroid_8,Stasiun Meteorologi Fatmawati Soekarno,2020-06-21,205.2340257,93.31360365499968,0,Tidak terdefenisi,222.3196479,21.308388816999987,0,Tidak terdefenisi,290.4296852,87.0,0,Tidak terdefenisi,,GSMaP,
102.5337756,-3.713668936,centroid_9,Stasiun Meteorologi Fatmawati Soekarno,2020-11-24,209.4846576,237.5066810458,0,Tidak terdefenisi,234.7402287,47.45084276399999,0,Tidak terdefenisi,290.4296852,169.20000000000002,0,Tidak terdefenisi,,Tidak terdefenisi,92.0
102.241437,-3.196778976,centroid_10,Stasiun Meteorologi Fatmawati Soekarno,2012-12-15,203.3633475,283.87981518288,0,Tidak terdefenisi,186.4847879,140.79995617099996,0,Tidak terdefenisi,290.4296852,193.0,0,Tidak terdefenisi,,Hujan Ringan,0.0
102.3591858,-3.199795443,centroid_11,Stasiun Meteorologi Fatmawati Soekarno,2016-04-08,211.3327677,50.88378204300009,0,Tidak terdefenisi,189.404933,52.81413138000004,0,Tidak terdefenisi,290.4296852,16.600000000000016,0,Tidak terdefenisi,,Hujan Lebat,0.0
105.0046572,-5.638906435,centroid_12,Stasiun Meteorologi Maritim Panjang,2014-11-26,188.3518466,177.48875704899984,0,Tidak terdefenisi,234.1224048,38.14036918999996,0,Tidak terdefenisi,196.3817371,11.099999999999971,0,Tidak terdefenisi,,,
104.62723,-5.445525723,centroid_13,Stasiun Meteorologi Radin Inten II,2014-11-05,192.6544608,58.00902517200021,0,Tidak terdefenisi,197.289816,12.00108284,0,Tidak terdefenisi,210.2736381,0.0,0,Tidak terdefenisi,,Stasiun,
104.3438292,-5.212548102,centroid_14,Stasiun Meteorologi Radin Inten II,2020-08-04,200.5682678,27.92688066999983,0,Tidak terdefenisi,199.8786775,10.774743359999942,0,Tidak terdefenisi,210.2736381,0.0,0,Tidak terdefenisi,,Tidak terdefenisi,92.0
104.3438292,-5.212548102,centroid_15,Stasiun Meteorologi Radin Inten II,2020-09-30,200.5682678,29.75165048099982,0,Tidak terdefenisi,199.8786775,11.452570435999943,0,Tidak terdefenisi,210.2736381,2.9999999999999147,0,Tidak terdefenisi,,Hujan Ringan,0.0
104.1540548,-4.979045437,centroid_16,Stasiun Meteorologi Radin Inten II,2020-05-18,185.296553,29.65783866500016,0,Tidak terdefenisi,244.9885756,16.776810424,0,Tidak terdefenisi,210.2736381,16.999999999999915,0,Tidak terdefenisi,,Hujan Lebat,0.0
103.4882283,-4.491330093,centroid_17,Stasiun Meteorologi Fatmawati Soekarno,2016-04-11,219.1729308,123.66853012100007,0,Tidak terdefenisi,231.9492357,94.047789676,0,Tidak terdefenisi,290.4296852,21.900000000000013,0,Tidak terdefenisi,,,
103.4882283,-4.491330093,centroid_18,Stasiun Meteorologi Fatmawati Soekarno,2020-06-05,219.1729308,145.61639110230024,0,Tidak terdefenisi,231.9492357,76.70158240000002,0,Tidak terdefenisi,290.4296852,56.5,0,Tidak terdefenisi,,,
103.9637736,-4.660848029,centroid_19,Stasiun Meteorologi Fatmawati Soekarno,2019-06-22,173.6652643,49.30450561199992,0,Tidak terdefenisi,252.0105792,22.27684319399987,0,Tidak terdefenisi,290.4296852,20.3,0,Tidak terdefenisi,,,
103.9637736,-4.660848029,centroid_20,Stasiun Meteorologi Fatmawati Soekarno,2016-03-11,173.6652643,144.06212518329986,0,Tidak terdefenisi,252.0105792,154.78258497599995,0,Tidak terdefenisi,290.4296852,2.6000000000000285,0,Tidak terdefenisi,,,
103.7973253,-4.380642068,centroid_21,Stasiun Meteorologi Fatmawati Soekarno,2016-04-24,176.6692245,79.45687492400012,0,Tidak terdefenisi,222.3286021,132.485803914,0,Tidak terdefenisi,290.4296852,18.00000000000003,0,Tidak terdefenisi,,,
103.574323,-4.411954361,centroid_22,Stasiun Meteorologi Fatmawati Soekarno,2021-01-29,207.9113016,164.3109792870001,0,Tidak terdefenisi,231.2931049,57.44639766,0,Tidak terdefenisi,290.4296852,113.3,0,Tidak terdefenisi,,,
103.7027024,-4.350017509,centroid_23,Stasiun Meteorologi Fatmawati Soekarno,2011-04-24,176.6692245,125.61416389950011,0,Tidak terdefenisi,222.3286021,70.66010170200002,0,Tidak terdefenisi,290.4296852,2.0,0,Tidak terdefenisi,,,
103.2521621,-4.185069304,centroid_24,Stasiun Meteorologi Fatmawati Soekarno,2012-02-17,187.3711728,123.13124326000003,0,Tidak terdefenisi,184.0817372,91.80143823199997,0,Tidak terdefenisi,290.4296852,2.0,0,Tidak terdefenisi,,,
103.2182278,-4.093476936,centroid_25,Stasiun Meteorologi Fatmawati Soekarno,2014-04-05,181.711196,180.6845760446401,0,Tidak terdefenisi,196.4053476,60.12743599800003,0,Tidak terdefenisi,290.4296852,5.9,0,Tidak terdefenisi,,,
103.3661198,-3.836328755,centroid_26,Stasiun Meteorologi Fatmawati Soekarno,2020-01-09,219.9286554,141.57004937800008,0,Tidak terdefenisi,278.5972979,57.87184410999994,0,Tidak terdefenisi,290.4296852,2.7000000000000144,0,Tidak terdefenisi,,,
103.2293967,-3.821242977,centroid_27,Stasiun Meteorologi Fatmawati Soekarno,2016-01-02,215.7321912,161.40651964099982,0,Tidak terdefenisi,253.6220075,142.93584665999992,0,Tidak terdefenisi,290.4296852,15.70000000000003,0,Tidak terdefenisi,,,
103.4501237,-3.831257501,centroid_28,Stasiun Meteorologi Fatmawati Soekarno,2016-01-15,218.4103088,145.3234765140001,0,Tidak terdefenisi,295.3160519,313.6132163300002,0,Tidak terdefenisi,290.4296852,55.800000000000026,0,Tidak terdefenisi,,,
101.9758249,-2.556343732,centroid_29,Stasiun Meteorologi Depati Parbo,2014-11-27,173.3580726,219.4564849660001,0,Tidak terdefenisi,197.8193535,136.92290257400003,0,Tidak terdefenisi,159.6286919,43.6,0,Tidak terdefenisi,,,
101.5241011,-2.267755088,centroid_30,Stasiun Meteorologi Depati Parbo,2020-09-03,164.013045,92.04255589700033,0,Tidak terdefenisi,183.7529668,54.280163573,0,Tidak terdefenisi,159.6286919,0.0,0,Tidak terdefenisi,,,
101.928843,-2.343816502,centroid_31,Stasiun Meteorologi Depati Parbo,2016-02-25,193.478463,208.66808672200008,0,Tidak terdefenisi,203.7831491,64.71429029000001,0,Tidak terdefenisi,159.6286919,64.79999999999998,0,Tidak terdefenisi,,,
101.4478166,-1.971523371,centroid_32,Stasiun Meteorologi Depati Parbo,2011-04-20,173.7531517,104.85524282269996,0,Tidak terdefenisi,179.2007235,46.77313499600001,0,Tidak terdefenisi,159.6286919,58.1,0,Tidak terdefenisi,,,
101.6021325,-1.962456879,centroid_33,Stasiun Meteorologi Depati Parbo,2021-04-15,170.7635002,120.86512685136007,0,Tidak terdefenisi,207.0139969,190.930996918,0,Tidak terdefenisi,159.6286919,41.79999999999998,0,Tidak terdefenisi,,,
101.7379992,-1.954184025,centroid_34,Stasiun Meteorologi Depati Parbo,2016-04-25,182.297734,146.74246941100006,0,Tidak terdefenisi,216.6934992,124.42787537,0,Tidak terdefenisi,159.6286919,26.199999999999985,0,Tidak terdefenisi,,,
101.2767013,-1.925798223,centroid_35,Stasiun Meteorologi Depati Parbo,2016-05-03,205.5258999,111.96854602400012,0,Tidak terdefenisi,182.7705207,100.429343444,0,Tidak terdefenisi,159.6286919,59.69999999999999,0,Tidak terdefenisi,,,
101.3198978,-1.830996456,centroid_36,Stasiun Meteorologi Depati Parbo,2021-03-01,176.9266866,66.9939146260001,0,Tidak terdefenisi,179.5197424,11.153607351999865,0,Tidak terdefenisi,159.6286919,37.59999999999997,0,Tidak terdefenisi,,,
100.9370032,-1.618772245,centroid_37,Stasiun Meteorologi Depati Parbo,2011-11-03,214.2747296,338.9427484845,0,Tidak terdefenisi,296.9630269,498.492761586,0,Tidak terdefenisi,159.6286919,121.3,0,Tidak terdefenisi,,,
101.8315886,-1.691093319,centroid_38,Stasiun Meteorologi Depati Parbo,2016-02-06,190.2054299,122.62069786599976,0,Tidak terdefenisi,234.3557739,37.624381657999926,0,Tidak terdefenisi,159.6286919,2.2999999999999856,0,Tidak terdefenisi,,,
101.0294948,-1.480247418,centroid_39,Stasiun Meteorologi Depati Parbo,2020-10-30,198.4359903,110.2914308940001,0,Tidak terdefenisi,237.5715548,42.43464037100003,0,Tidak terdefenisi,159.6286919,0.0,0,Tidak terdefenisi,,,
101.2207159,-1.48554884,centroid_40,Stasiun Meteorologi Depati Parbo,2012-12-14,199.1001334,204.24473684499995,0,Tidak terdefenisi,231.5908841,43.20147331999992,0,Tidak terdefenisi,159.6286919,43.00000000000001,0,Tidak terdefenisi,,,
100.9252956,-1.261896319,centroid_41,Stasiun Maritim Teluk Bayur ,2017-09-14,194.7910435,72.42859012400004,0,Tidak terdefenisi,228.0741595,32.34862499400012,0,Tidak terdefenisi,424.2126395,229.50000000000009,0,Tidak terdefenisi,,,
100.7738703,-0.920368993,centroid_42,Stasiun Maritim Teluk Bayur ,2011-11-27,202.7764212,210.68207207848,0,Tidak terdefenisi,174.4218082,53.60044456199997,0,Tidak terdefenisi,424.2126395,253.0,0,Tidak terdefenisi,,,
